7255609;1540985705;DM391732301BR
7103743;1538502915;DM403860866BR
7123723;1522100912;DM424991796BR
7193039;1532981446;DM431080092BR
7139407;1539661845;OD315983476BR
7203559;1534632911;OD759177571BR
7254769;1539677185;OD803470124BR
7218885;1540213465;OD804957479BR
7184579;1536859052;OD834649701BR
7245695;1540211225;OD838935296BR
7128031;1539675697;OD843288966BR
7260373;1540661737;OD861055455BR
7236131;1538499259;OD870600768BR
7228945;1536847623;OD874483846BR
6954837;1538564924;OD887384555BR
7061753;1514000993;OD892020779BR
7224359;1539758026;OD906724523BR
7175121;1534609552;OD917775628BR
7222909;1538484247;OD923628385BR
7251203;1538155258;OD938452415BR
7221879;1535810049;OD941340445BR
7255085;1540673474;OD942899828BR
7266083;1540690731;OD946723185BR
7223913;1535833418;OD956542024BR
7089889;1536098600;OD969961603BR
7251415;1539142765;OD976997798BR
7235637;1538167519;PE174515598BR
7006907;1536856706;PE248524268BR
6964399;1526864281;PE268389006BR
7202085;1535831200;PE483520064BR
7232005;1538566261;PG808499615BR
6776025;1487563850;PL095665581BR
7177017;1536849319;PM189198477BR
7178823;1532736910;PM232965625BR
7075211;1534628361;PM289939154BR
7129691;1532702392;PM295450232BR
7183169;1538088102;PM305270572BR
7207697;1534613263;PM305542655BR
7120779;1532675722;PM331497685BR
7117627;1538104475;PM337036253BR
7214647;1535761216;PM351379651BR
7224451;1538067045;PM364949119BR
7219681;1535821569;PM390566673BR
7228953;1538090265;PM391604611BR
7202743;1536847931;PM391606881BR
7161697;1540029945;PM479066038BR
7240325;1538498343;PM483210615BR
7214927;1535820653;PM503969588BR
7243707;1540213616;PM513297935BR
7153363;1538564583;PM536067507BR
7218455;1534613611;PM555765917BR
7168627;1536849610;PM570512654BR
7214515;1538137635;PM576942396BR
7248085;1540210681;PM590802633BR
7186865;1534644570;PM595113454BR
7202867;1538083705;PM598411620BR
7230303;1539665055;PM599090776BR
7232497;1539655605;PM619003172BR
7138235;1536090906;PM619475910BR
7209355;1540682865;PM626799479BR
7222347;1538080265;PM627759635BR
7197165;1531920579;PM629152145BR
7214663;1536097536;PM629158085BR
7026737;1526238447;PM632181623BR
7186223;1535831920;PM633771153BR
7178671;1539754337;PM634337164BR
7225775;1538496142;PM635325281BR
7236513;1536849129;PM638877315BR
7160177;1535829792;PM652564220BR
7195567;1535834807;PM655819431BR
7089095;1532687026;PM658228416BR
7170063;1535801883;PM659280050BR
7209887;1538102216;PM665269040BR
7208037;1536078445;PM669377504BR
7155939;1536095315;PM686975670BR
7200573;1532964401;PM687402443BR
7238261;1539663713;PM688136877BR
7149527;1535458393;PM695161007BR
6907105;1538058596;PM697412312BR
7230923;1538486272;PM698958501BR
7203421;1535832448;PM699045015BR
7232337;1535824793;PM700192273BR
7024895;1534676824;PM701851255BR
7158069;1536091345;PM703104511BR
7100493;1531060844;PM704129470BR
7221281;1539752129;PM704251136BR
7216023;1534416723;PM704298116BR
7153489;1532680585;PM707049121BR
7251027;1540212360;PM707050249BR
7170541;1535821551;PM708460355BR
7194409;1535833726;PM713947070BR
7255533;1540845967;PM715141803BR
7139585;1534673325;PM718680682BR
7221653;1539684067;PM719166071BR
7229161;1536858305;PM719183503BR
7103381;1536853993;PM721501911BR
7204435;1535833339;PM725914153BR
7241999;1539669864;PM728359565BR
7209943;1536860234;PM729946063BR
7216587;1538062308;PM730347447BR
6824853;1509721454;PM731001535BR
7203761;1535806922;PM734117974BR
7153211;1533405735;PM735028887BR
6973981;1540205123;PM735251811BR
7193983;1535325932;PM744601881BR
7075899;1534444131;PM746042757BR
6842021;1494493567;PM750461154BR
7170207;1536846083;PM751424983BR
7057577;1535827591;PM752924005BR
7214995;1538501578;PM752972527BR
7193457;1535833923;PM756097494BR
7213479;1536853875;PM756946536BR
7082153;1516703821;PM761118373BR
7092573;1533425933;PM764614425BR
7081293;1536133977;PM765555119BR
7175527;1536856412;PM766043663BR
6993047;1512332659;PM766060423BR
7178051;1536852099;PM769747180BR
7123015;1540654214;PM769749185BR
7102595;1535768914;PM770775917BR
7230473;1538084112;PM772847761BR
7150821;1535807315;PM773442357BR
7202829;1539657571;PM773976538BR
7177515;1535834538;PM779623264BR
7125029;1538483997;PM779708605BR
7232493;1536931498;PM780101013BR
7195851;1536857636;PM788659077BR
7238675;1536133620;PM811627985BR
7190341;1538120277;PM811773334BR
7229573;1536847710;PM815605036BR
7217799;1535833496;PM815736513BR
7234861;1540675303;PM845639254BR
7209003;1535808861;PM874595241BR
7170413;1540207035;PM877545831BR
7245771;1540659945;PM881587047BR
7230613;1538108596;PM929000766BR
7196235;1532790065;PM929344191BR
7185287;1536857421;PM929445601BR
7196275;1538560115;PM931850316BR
7181159;1538537091;
7239777;1538564171;
7243575;1538536043;
7189207;1538526879;PM751607434BR
7061573;1538524685;
7228615;1538523519;PM752913740BR
7238865;1538499890;
7210025;1538499109;PM430898866BR
7250107;1538497120;
7216989;1538484627;
7065491;1538484587;
7218027;1538162337;
7232157;1538160974;OD871557743BR
7231085;1538157237;
7170907;1538155815;
7154195;1538136882;
7224515;1538130652;
7238893;1538128802;
7172615;1538104757;PM455588406BR
7228923;1538104325;
7215303;1538071057;OD965879075BR
7187405;1538066043;
7234145;1538060368;
7230909;1536933500;OD808393755BR
7181451;1536932199;
7188937;1536862415;
7193235;1536858700;PM761743417BR
7204387;1536855225;
7189035;1536854734;PM874531847BR
7203617;1536853740;
7154633;1536853417;OD971060112BR
7176645;1536851746;PM050602992BR
7116811;1536132889;OD884469234BR
7223623;1536113113;
7183197;1536092322;PM594751407BR
7255261;1541389359;PM164367740BR
7148969;1541389209;
7246805;1541150376;
7250883;1541147667;PM699949925BR
7250311;1541145220;
7236931;1541140997;
7257449;1541133926;PM701706301BR
7233909;1540986955;
7201323;1540984688;
7236641;1540984197;OD845287977BR
7077775;1540983425;
7224237;1540845784;PM270008151BR
7215559;1540844945;
7232557;1540684797;
7223609;1540684274;
7256811;1540681849;
7191379;1540679389;
7183471;1540678506;
7246657;1540677962;
7256455;1540676573;
7222863;1540675880;PM083646276BR
7247795;1540675643;
7209217;1540673893;
6954937;1540673388;
7192475;1540672852;
6937769;1540671804;
7260643;1540671732;
7241711;1540671535;
7183201;1540671352;
7176437;1540671449;
7231551;1540206386;
7234397;1540210871;
7222163;1540215856;
7243395;1540659704;
7244885;1540216335;
7158469;1540655112;
7129119;1540215634;
7240333;1540214363;
7258845;1540212515;
7240831;1540209256;PM703543813BR
7247505;1540208509;
7242529;1540207618;
7197121;1540206092;
7231817;1540037570;
7133713;1539787274;
7107599;1539779691;
7151667;1539778263;
7246501;1539775268;
7256191;1539774550;
7211937;1539756387;
7133903;1539755948;
7247811;1539750157;PM669041726BR
7217009;1539749335;
7218057;1539686710;
7179971;1539681577;
7250289;1539680568;
7135233;1539680117;
